endTime,artistName,trackName,msPlayed
2023-04-06 16:22,Metro Boomin,Overdue (with Travis Scott),170583
2023-04-06 16:25,Travis Scott,WHO? WHAT!,176720
2023-04-06 16:27,Post Malone,Cooped Up / Return Of The Mack,82519
2023-04-06 16:30,070 Shake,Microdosing,219093
2023-04-06 16:34,Miley Cyrus,Week Without You,224373
2023-04-06 16:37,Masego,Mystery Lady (feat. Don Toliver),191103
2023-04-08 20:33,Flume,The Difference,25398
2023-04-08 20:33,Masego,Mystery Lady (feat. Don Toliver),37352
2023-04-08 20:34,99 Neighbors,Ripstick,17113
2023-04-08 20:39,Spillage Village,"End Of Daze (with EARTHGANG & JID feat. Jurdan Bryant, Mereba & Hollywood JB)",333328
2023-04-08 20:40,Domo Genesis,Coming Back (feat. Mac Miller),5623
2023-04-08 20:42,Bas,Jollof Rice (with EARTHGANG) - SAY3 Remix,143663
2023-04-08 20:45,Rich Brian,DOA,7345
2023-04-08 20:45,Famous Dex,PICK IT UP (feat. A$AP Rocky),191251
2023-04-08 22:59,Rich Brian,DOA,13653
2023-04-08 22:59,Love,Everybody’s Gotta Live,1764
2023-04-08 22:59,RIZ LA VIE,Saturn,14442
2023-04-08 23:02,GoldLink,Cokewhite (feat. Pusha T),2113
2023-04-08 23:02,Teddy Robb,Really Shouldn't Drink Around You,1300
2023-04-08 23:02,India Shawn,MOVIN' ON (feat. Anderson .Paak),2995
2023-04-08 23:02,Dua Lipa,Break My Heart,158987
2023-04-08 23:06,Tory Lanez,Y.D.S // Iggy DelDia,242500
2023-04-09 0:09,Metro Boomin,Overdue (with Travis Scott),166093
2023-04-09 0:12,Cold War Kids,What You Say,1439
2023-04-09 0:12,Duckwrth,Power Power (feat. Shaun Ross),160307
2023-04-09 0:15,Saweetie,Best Friend (feat. Doja Cat),155883
2023-04-09 0:19,JID,Dance Now (feat. Kenny Mason),227555
2023-04-09 0:24,JAWNY,Take It Back,10123
2023-04-09 0:24,Portugal. The Man,So Young,185889
2023-04-09 0:28,Joey Bada$$,DEVASTATED,207058
2023-04-09 0:28,Cooper Alan,Tough Ones,9454
2023-04-09 0:31,Megan Thee Stallion,Circles,170641
2023-04-09 1:56,Anderson .Paak,"Lockdown (feat. JID, Noname & Jay Rock) - Remix",252902
2023-04-09 1:57,Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),58607
2023-04-09 1:57,Luke Combs,She Got the Best of Me,5944
2023-04-09 1:57,Marcus King,Too Much Whiskey,1253
2023-04-09 2:00,JID,Skegee,166928
2023-04-09 2:03,Native Son,Brown Water,835
2023-04-09 2:03,J. Cole,Snow On Tha Bluff,6379
2023-04-09 2:03,Kanye West,Homecoming,203493
2023-04-09 2:04,Grimes,Oblivion,4017
2023-04-09 2:04,YGTUT,G35,1114
2023-04-09 2:04,JAWNY,Sabotage,789
2023-04-09 2:04,J. Cole,i n t e r l u d e,2670
2023-04-09 2:04,Don Toliver,Diva,2391
2023-04-09 2:16,Don Toliver,Heaven or Hell,179165
2023-04-09 2:16,Spillage Village,Mecca (with JID & EARTHGANG),4133
2023-04-09 2:18,KiNG MALA,she calls me daddy,859
2023-04-09 2:18,Anderson .Paak,Tints (feat. Kendrick Lamar),510
2023-04-09 2:18,Daniel Caesar,Japanese Denim,232
2023-04-09 2:18,Jazmine Sullivan,Pick Up Your Feelings,743
2023-04-09 2:18,Toro y Moi,Fading,2136
2023-04-09 2:18,Mac Miller,That's On Me,952
2023-04-09 2:18,Khruangbin,Mariella,1114
2023-04-09 2:18,Wale,The Need to Know (feat. SZA),603
2023-04-09 2:18,Megan Thee Stallion,Do It On The Tip (feat. City Girls & Hot Girl Meg),114126
2023-04-09 2:18,HARDY,A ROCK,882
2023-04-09 2:18,Peach Tree Rascals,Popeye,1462
2023-04-09 2:18,HARBOUR,Judy You Hung the Moon,1532
2023-04-09 2:18,Bas,Tribe (with J. Cole),371
2023-04-09 2:18,DREAMERS,Still Not Dead,1044
2023-04-09 2:18,Peach Tree Rascals,Good Advice,3529
2023-04-09 2:18,Harry Styles,As It Was,1300
2023-04-09 2:18,Joji,Like You Do,952
2023-04-09 2:18,XXXTENTACION,#ImSippinTeaInYoHood,882
2023-04-09 2:20,Travis Scott,WHO? WHAT!,72330
2023-04-09 2:24,Swedish House Mafia,Moth To A Flame (with The Weeknd),234000
2023-04-09 2:26,Don Toliver,Cardigan,158708
2023-04-09 2:31,Don Toliver,Video Girl,156628
2023-04-09 2:34,Metro Boomin,Overdue (with Travis Scott),166093
2023-04-09 2:37,21 Savage,Runnin,195906
2023-04-09 3:11,Spillage Village,Baptize (with JID & EARTHGANG feat. Ant Clemons),1021
2023-04-09 3:11,Spillage Village,Baptize (with JID & EARTHGANG feat. Ant Clemons),603
2023-04-09 3:11,JAWNY,Take It Back,835
2023-04-09 3:11,JAWNY,Take It Back,557
2023-04-09 3:11,Southall,Why,1114
2023-04-09 3:11,Southall,Why,441
2023-04-09 3:11,Tory Lanez,TAlk tO Me (with Rich The Kid),9984
2023-04-09 3:11,Tory Lanez,TAlk tO Me (with Rich The Kid),4690
2023-04-09 3:11,Joyner Lucas,Isis,2623
2023-04-09 3:11,Metro Boomin,Space Cadet (feat. Gunna),203266
2023-04-09 3:11,Brothers Osborne,I Don't Remember Me (Before You),603
2023-04-09 3:11,Brothers Osborne,I Don't Remember Me (Before You),1091
2023-04-09 3:11,Tory Lanez,Shooby Doowoop//One Last Heartbreak (feat. Nyce),3088
2023-04-09 3:11,Rico Nasty,Big Titties (feat. Baauer and EarthGang),998
2023-04-09 3:11,KAMI,Badmon,626
2023-04-09 3:11,KAMI,Badmon,1300
2023-04-09 3:11,The Neighbourhood,Softcore,626
2023-04-09 3:11,The Neighbourhood,Softcore,1277
2023-04-09 3:11,Jasiah,Surfs Up,1393
2023-04-09 3:11,Khamari,The Heat,998
2023-04-09 3:11,Khamari,The Heat,952
2023-04-09 3:11,Khamari,The Heat,766
2023-04-09 3:11,Remi Wolf,Photo ID (with Dominic Fike),1184
2023-04-09 3:11,Joyner Lucas,Fall Slowly,5128
2023-04-09 3:11,Thundercat,Overseas,1927
2023-04-09 3:15,Spillage Village,Baptize (with JID & EARTHGANG feat. Ant Clemons),905
2023-04-09 3:15,JAWNY,Take It Back,952
2023-04-09 3:15,Southall,Why,905
2023-04-09 3:15,Brothers Osborne,I Don't Remember Me (Before You),812
2023-04-09 3:15,KAMI,Badmon,3523
2023-04-09 3:15,The Neighbourhood,Softcore,206280
2023-04-09 3:15,Jasiah,Surfs Up,24729
2023-04-09 3:18,Jasiah,Shenanigans (feat. Yung Bans),138243
2023-04-09 3:21,Jungle,Romeo,5820
2023-04-09 3:21,Tory Lanez,Lady Of Namek,193993
2023-04-09 3:24,Juicy J,1995,10572
2023-04-09 3:24,Olivia Rodrigo,drivers license,18204
2023-04-09 3:24,Olivia Rodrigo,good 4 u,178146
2023-04-09 3:25,Olivia Rodrigo,good 4 u,5387
2023-04-09 3:26,Olivia Rodrigo,drivers license,74118
2023-04-09 3:29,Olivia Rodrigo,"jealousy, jealousy",173160
2023-04-09 3:38,The Weeknd,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,191013
2023-04-09 3:38,Miley Cyrus,Angels Like You,4671
2023-04-09 3:42,Doja Cat,Need to Know,210560
2023-04-09 3:43,SZA,Good Days,9348
2023-04-09 3:43,Harry Styles,As It Was,26238
2023-04-09 3:48,Harry Styles,Cinema,243507
2023-04-09 3:52,The Weeknd,Six Feet Under,237573
2023-04-09 3:55,Harry Styles,Late Night Talking,177954
2023-04-09 3:55,Billie Eilish,everything i wanted,7456
2023-04-09 3:57,Ariana Grande,"thank u, next",162052
2023-04-09 4:00,Ariana Grande,7 rings,178626
2023-04-09 4:03,Ariana Grande,positions,172324
2023-04-09 4:07,Ariana Grande,Side To Side,226160
2023-04-09 4:10,David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",192560
2023-04-09 4:13,Jessie J,Bang Bang,182947
2023-04-09 4:15,Jessie J,Domino,90441
2023-04-09 4:17,Ariana Grande,the light is coming (feat. Nicki Minaj),112918
2023-04-09 7:41,Nicki Minaj,LLC,143194
2023-04-09 7:41,Fergie,London Bridge,8917
2023-04-11 0:46,Zach Bryan,November Air,1068
2023-04-11 0:49,Travis Scott,WHO? WHAT!,176720
2023-04-11 0:54,Ariana Grande,bloodline,86349
2023-04-11 0:59,Ariana Grande,"break up with your girlfriend, i'm bored",1439
2023-04-11 0:59,Nicki Minaj,Ganja Burn,294186
2023-04-11 0:59,Ariana Grande,34+35,6545
2023-04-11 1:04,Nicki Minaj,Majesty (with Labrinth & feat. Eminem),295653
2023-04-11 1:09,Nicki Minaj,Barbie Dreams,279866
2023-04-11 1:12,Nicki Minaj,Rich Sex (feat. Lil Wayne),192600
2023-04-11 1:15,Nicki Minaj,Hard White,193893
2023-04-11 1:19,Nicki Minaj,Bed (feat. Ariana Grande),189533
2023-04-11 1:22,Nicki Minaj,Thought I Knew You (feat. The Weeknd),198280
2023-04-11 1:24,Nicki Minaj,Run & Hide,154600
2023-04-11 1:31,Nicki Minaj,Chun Swae (feat. Swae Lee),370440
2023-04-11 1:34,Nicki Minaj,Chun-Li,191600
2023-04-11 1:38,Nicki Minaj,LLC,221853
2023-04-11 1:41,Nicki Minaj,Good Form,199400
2023-04-11 1:44,Nicki Minaj,Nip Tuck,207266
2023-04-11 1:45,Nicki Minaj,2 Lit 2 Late Interlude,55266
2023-04-11 1:49,Nicki Minaj,Come See About Me,246240
2023-04-11 1:53,Nicki Minaj,Sir (feat. Future),224893
2023-04-11 1:56,Nicki Minaj,Miami,190746
2023-04-11 2:00,Nicki Minaj,Coco Chanel (feat. Foxy Brown),224933
2023-04-11 2:01,Nicki Minaj,Inspirations Outro,58160
2023-04-11 2:05,Nicki Minaj,Good Form (feat. Lil Wayne) - Remix,237493
2023-04-11 2:08,Nicki Minaj,Yikes,156881
2023-04-11 2:09,Migos,MotorSport,3088
2023-04-11 2:09,Rihanna,Needed Me,54508
2023-04-11 14:40,Travis Scott,WHO? WHAT!,176720
2023-04-11 14:43,AG Club,Mr. Put It On,168573
2023-04-11 14:46,Metro Boomin,Overdue (with Travis Scott),166093
2023-04-11 14:46,Miley Cyrus,Thousand Miles (feat. Brandi Carlile),9923
2023-04-11 14:46,Masego,What You Wanna Try,1050
2023-04-11 14:49,NAV,Recap (feat. Don Toliver),143824
2023-04-11 14:51,Don Toliver,Video Girl,156628
2023-04-11 14:54,Don Toliver,Best You Had,140063
2023-04-11 14:57,Miley Cyrus,Flowers (Demo),210826
2023-04-11 14:58,Miley Cyrus,River,65877
2023-04-11 23:52,Miley Cyrus,River,1000
2023-04-11 23:56,Masego,Sax Fifth Avenue,193969
2023-04-11 23:58,Don Toliver,Slow Motion (feat. Wizkid),168626
2023-04-12 0:01,Tory Lanez,Dripping,155039
2023-04-12 0:04,Miley Cyrus,See You Again,190453
2023-04-12 0:06,Måneskin,BABY SAID,89360
2023-04-12 18:55,Travis Scott,WHO? WHAT!,176720
2023-04-12 18:58,AG Club,Mr. Put It On,168573
2023-04-12 18:59,Metro Boomin,Overdue (with Travis Scott),85906
2023-04-13 14:43,Metro Boomin,Overdue (with Travis Scott),80187
2023-04-13 14:47,Miley Cyrus,Thousand Miles (feat. Brandi Carlile),231000
2023-04-13 14:50,Masego,What You Wanna Try,159242
2023-04-13 14:52,NAV,Recap (feat. Don Toliver),143824
2023-04-13 14:55,Don Toliver,Video Girl,156628
2023-04-13 14:57,Don Toliver,Best You Had,140063
2023-04-13 16:18,Miley Cyrus,Flowers (Demo),44304
2023-04-13 16:20,Miley Cyrus,River,162973
2023-04-13 16:24,Masego,Sax Fifth Avenue,193969
2023-04-13 16:26,Don Toliver,Slow Motion (feat. Wizkid),168626
2023-04-13 16:29,Tory Lanez,Dripping,155039
2023-04-13 16:30,Måneskin,BABY SAID,910
2023-04-13 16:30,Miley Cyrus,See You Again,80820
2023-04-13 16:31,The Weeknd,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,19790
2023-04-13 16:31,Miley Cyrus,Flowers,1040
2023-04-13 17:01,Metro Boomin,Overdue (with Travis Scott),2927
2023-04-13 17:15,Metro Boomin,Overdue (with Travis Scott),60546
2023-04-13 17:16,Don Toliver,Euphoria (feat. Travis Scott & Kaash Paige),121370
2023-04-13 17:16,Don Toliver,What You Need,29547
2023-04-13 17:19,Don Toliver,What You Need,199497
2023-04-13 17:22,Metro Boomin,Superhero (Heroes & Villains) [with Future & Chris Brown],182666
2023-04-13 17:26,070 Shake,Guilty Conscience,213333
2023-04-13 17:30,Baby Keem,durag activity (with Travis Scott),225020
2023-04-13 17:32,Tory Lanez,Why Did I,145918
2023-04-13 17:35,The Weeknd,Best Friends - Remix,175071
2023-04-13 17:38,Tory Roads,Enchanted Waterfall,188350
2023-04-13 17:41,T:ME,GOD FORBID,143810
2023-04-13 17:42,Q,I Might Slip Away if I Don't Feel Nothing,101052
2023-04-13 17:46,Key Glock,Word on the Streets,207600
2023-04-13 17:49,Mereba,Sandstorm (feat. JID),179026
2023-04-13 17:51,Yeat,Out thë way,150241
2023-04-13 17:53,BROCKHAMPTON,KEEP IT SOUTHERN,117333
2023-04-13 17:55,Lil Uzi Vert,Just Wanna Rock,123890
2023-04-13 17:59,Rich Brian,VIVID,193120
2023-04-13 18:01,Mike Dimes,LABELS CALLIN',158158
2023-04-13 18:05,Tchami,Praise,210000
2023-04-13 18:08,Calvin Harris,New Money (with 21 Savage),170321
2023-04-13 18:12,Trippie Redd,Rich MF (feat. Polo G & Lil Durk),247714
2023-04-13 18:15,Duckwrth,4K,187619
2023-04-13 18:18,Kendrick Lamar,DNA.,185946
2023-04-13 18:22,Jaden,Icon,220995
2023-04-13 18:25,A$AP Ferg,Plain Jane,173600
2023-04-13 18:28,Joey Bada$$,DEVASTATED,207058
2023-04-13 18:32,Don Toliver,You (feat. Travis Scott),213637
2023-04-13 18:36,Baby Keem,lost souls (with Brent Faiyaz),269727
2023-04-13 18:40,Swedish House Mafia,Moth To A Flame (with The Weeknd),234000
2023-04-13 18:43,Tory Lanez,Lady Of Namek,193993
2023-04-13 18:46,DDG,Moonwalking in Calabasas (feat. Blueface) - Remix,170232
2023-04-13 18:48,Dreamville,Under The Sun (with J. Cole & Lute feat. DaBaby),100433
2023-04-13 18:50,Key Glock,Gang Shit No Lame Shit,131600
2023-04-13 18:53,Metro Boomin,On Time (with John Legend),168920
2023-04-13 18:54,Yeat,Sorry Bout That,31245
2023-04-13 18:55,Central Cee,Doja,97392
2023-04-13 18:56,Playboi Carti,Sky,47138
2023-04-13 18:59,AG Club,Mr. Put It On,168573
2023-04-13 19:03,070 Shake,Blue Velvet,234350
2023-04-13 20:51,Matty Fresh,Trace McSorley,220
2023-04-13 20:52,Matty Fresh,Saquon Barkley,140
2023-04-13 20:52,Matty Fresh,Saquon Barkley,2860
2023-04-13 20:52,Matty Fresh,Trace McSorley,45420
2023-04-13 20:52,Matty Fresh,Jahan Dotson,15460
2023-04-13 20:53,Matty Fresh,Saquon Barkley,41840
2023-04-13 20:53,Matty Fresh,Saquon Barkley,4260
2023-04-15 17:29,Tchami,Praise,376036
2023-04-15 17:32,Travis Scott,WHO? WHAT!,176720
2023-04-15 17:34,AG Club,Mr. Put It On,168573
2023-04-15 17:37,Metro Boomin,Overdue (with Travis Scott),166093
2023-04-15 17:41,Miley Cyrus,Thousand Miles (feat. Brandi Carlile),231000
2023-04-15 19:03,Masego,What You Wanna Try,159242
2023-04-15 19:05,NAV,Recap (feat. Don Toliver),143824
2023-04-15 19:08,Don Toliver,Video Girl,156628
2023-04-15 19:10,Don Toliver,Best You Had,140063
2023-04-15 19:14,Miley Cyrus,Flowers (Demo),210826
2023-04-15 19:16,Miley Cyrus,River,162973
2023-04-15 19:20,Masego,Sax Fifth Avenue,193969
2023-04-15 22:18,Don Toliver,Slow Motion (feat. Wizkid),135592
2023-04-15 22:21,Don Toliver,Flocky Flocky (feat. Travis Scott),183513
2023-04-15 22:25,The Weeknd,How Do I Make You Love Me?,214214
2023-04-15 22:28,Yeat,Monëy so big,160052
2023-04-15 22:32,Tory Lanez,The Color Violet,226466
2023-04-16 9:11,Metro Boomin,Umbrella (with 21 Savage & Young Nudy),128547
2023-04-16 9:12,Travis Scott,sdp interlude,13722
2023-04-16 9:17,COMX EL ULTIMX DIA,sdp interlude extended version,328376
2023-04-16 9:21,Travis Scott,goosebumps,243836
2023-04-16 9:22,Travis Scott,beibs in the trap,21694
2023-04-16 9:23,Travis Scott,A-Team,97663
2023-04-16 22:11,Don Toliver,Flocky Flocky (feat. Travis Scott),183513
2023-04-16 22:14,The Weeknd,How Do I Make You Love Me?,214214
2023-04-16 22:14,Yeat,Monëy so big,3115
2023-04-16 22:18,Tory Lanez,The Color Violet,226466
2023-04-16 22:22,Metro Boomin,Umbrella (with 21 Savage & Young Nudy),222000
2023-04-16 22:25,JID,Raydar,204909
2023-04-16 22:30,Baby Keem,trademark usa,270670
2023-04-16 22:32,A$AP Rocky,Shittin' Me,144729
2023-04-16 22:35,Moneybagg Yo,Me Vs Me,183318
2023-04-16 22:38,Russ,PUT YOU ON GAME,159452
2023-04-16 22:41,Young Dolph,Major (feat. Key Glock),195546
2023-04-16 22:45,Wale,Poke It Out (feat. J. Cole),183333
2023-04-16 22:48,DJ Scheme,Buck 50,216666
2023-04-16 22:56,Logic,DadBod,294748
2023-04-16 22:59,iann dior,V12 (feat. Lil Uzi Vert),177835
2023-04-16 23:04,Mac Miller,Earth,256773
2023-04-16 23:07,SAINt JHN,Trap (feat. Lil Baby),184699
2023-04-16 23:14,070 Shake,Nice To Have,232453
2023-04-17 6:48,Tyla Yaweh,High Right Now (feat. Wiz Khalifa) - Remix,134655
2023-04-17 16:34,Travis Scott,Mamacita (feat. Rich Homie Quan & Young Thug),0
2023-04-17 16:34,Travis Scott,Oh My Dis Side (feat. Quavo),21230
2023-04-17 16:34,Travis Scott,3500 (feat. Future & 2 Chainz),7380
2023-04-17 16:34,Travis Scott,A-Team,920
2023-04-17 16:37,Don Toliver,Video Girl,156628
2023-04-17 16:39,Sauce Walka,Texas Cyclone,132071
2023-04-17 16:44,The Weeknd,Faith,283226
2023-04-17 16:44,Yeat,Talk,3493
2023-04-17 16:48,Tory Lanez,Last Kiss Of Nebulon,258666
2023-04-17 18:52,070 Shake,Web,126151
2023-04-17 18:55,Tory Roads,Enchanted Waterfall,188350
2023-04-17 18:58,Rae Sremmurd,This Could Be Us,4061
2023-04-17 18:58,Baby Keem,16,156040
2023-04-17 18:59,J. Cole,Wet Dreamz,106280
2023-04-18 14:50,J. Cole,Wet Dreamz,132994
2023-04-18 14:53,Kanye West,Heartless,211000
2023-04-18 14:57,The Neighbourhood,Softcore,206280
2023-04-18 16:19,Aminé,Easy (feat. Summer Walker),300761
2023-04-18 16:19,Roddy Ricch,Bacc Seat (feat. Ty Dolla $ign),18393
2023-04-18 16:23,Omar Apollo,Want U Around (feat. Ruel),247720
2023-04-18 16:26,Post Malone,Staring At The Sun (feat. SZA),168280
2023-04-18 16:30,Masego,You Never Visit Me - Single Version,230906
2023-04-18 16:31,Moneybagg Yo,Quickie,32013
2023-04-18 16:32,¿Téo?,Thru My Hair,100500
2023-04-18 16:35,Norman Perry,Play Your Roll,125901
2023-04-18 16:39,BROCKHAMPTON,SEX,216573
2023-04-18 16:40,Don Toliver,2 Lil Shorty,42114
2023-04-19 17:45,Don Toliver,2 Lil Shorty,107417
2023-04-19 17:47,Pusha T,Scrape It Off (feat. Lil Uzi Vert & Don Toliver),152612
2023-04-19 17:51,Metro Boomin,Raindrops (Insane) [with Travis Scott],188586
2023-04-19 17:53,Tory Lanez,Sorry 4 What? // LV BELT,154632
2023-04-19 17:57,The Weeknd,Out of Time,214193
2023-04-19 17:59,070 Shake,Don't Break The Silence,104573
2023-04-19 18:00,Yeat,Ya Ya,63921
2023-04-20 14:47,Toro y Moi,New House,6580
2023-04-20 14:47,Yeat,Ya Ya,880
2023-04-20 14:50,Pusha T,Scrape It Off (feat. Lil Uzi Vert & Don Toliver),152612
2023-04-20 14:53,Metro Boomin,Raindrops (Insane) [with Travis Scott],188586
2023-04-20 14:55,Tory Lanez,Sorry 4 What? // LV BELT,154632
2023-04-20 14:59,The Weeknd,Out of Time,214193
2023-04-20 15:01,070 Shake,Don't Break The Silence,104573
2023-04-20 16:19,Pusha T,Scrape It Off (feat. Lil Uzi Vert & Don Toliver),2590
2023-04-20 16:19,Yeat,Ya Ya,25648
2023-04-20 16:20,Tory Lanez,Sorry 4 What? // LV BELT,4190
2023-04-20 16:20,Yeat,Ya Ya,1640
2023-04-20 16:20,070 Shake,Don't Break The Silence,1200
2023-04-20 16:20,Metro Boomin,Raindrops (Insane) [with Travis Scott],2580
2023-04-20 16:20,The Weeknd,Out of Time,5970
2023-04-20 16:21,Toro y Moi,New House,70570
2023-04-20 16:21,Future,News or Something,20810
2023-04-20 16:22,Gunna,Oh Okay (feat. Young Thug & Lil Baby),29390
2023-04-20 16:25,Famous Dex,PICK IT UP (feat. A$AP Rocky),191251
2023-04-20 16:28,HoodRich Pablo Juan,We Don't Luv Em,186095
2023-04-20 16:33,Baby Keem,family ties (with Kendrick Lamar),21837
2023-04-20 16:33,21 Savage,a lot,288624
2023-04-20 16:33,Trippie Redd,Miss The Rage (feat. Playboi Carti),1260
2023-04-20 16:37,JID,Dance Now (feat. Kenny Mason),227555
2023-04-20 16:40,Key Glock,Ambition For Cash,143480
2023-04-20 16:43,Post Malone,92 Explorer,211426
2023-04-20 16:46,Mac Miller,Programs,190186
2023-04-20 16:49,VIC MENSA,Reverse (feat. G-Eazy),134002
2023-04-20 16:52,BROCKHAMPTON,ZIPPER,202086
2023-04-20 16:55,Masego,What You Wanna Try,159242
2023-04-20 16:57,Don Toliver,Do It Right,174474
2023-04-20 17:00,Pharrell Williams,Down In Atlanta,164041
2023-04-20 17:03,The Weeknd,I Was Never There,4058
2023-04-20 17:03,Tory Lanez,Lavender Sunflower,151966
2023-04-21 23:24,The Weeknd,I Was Never There,520
2023-04-21 23:24,A$AP Rocky,Lord Pretty Flacko Jodye 2 (LPFJ2),2740
2023-04-21 23:24,Eminem,Superman,1880
2023-04-21 23:30,JID,151 Rum,156780
2023-04-21 23:34,Young Thug,Check,222329
2023-04-21 23:38,Aminé,"Pressure In My Palms (feat. slowthai, Vince Staples)",237500
2023-04-21 23:41,NLE Choppa,23,11207
2023-04-21 23:41,Måneskin,BABY SAID,164682
2023-04-21 23:44,Portugal. The Man,"What, Me Worry?",177397
2023-04-22 0:01,Boslen,LEVELS,83122
2023-04-22 0:06,Mac Miller,Skin,287906
2023-04-22 0:07,CEO Trayle,Ok Cool,62723
2023-04-22 0:08,Trippie Redd,Love Scars,1280
2023-04-22 0:08,Brent Faiyaz,Poison,49980
2023-04-22 0:12,070 Shake,Microdosing,219093
2023-04-22 0:16,Lil Uzi Vert,Prices,233333
2023-04-22 0:19,Toro y Moi,Baby Drive It Down,187930
2023-04-22 0:20,Future,News or Something,51322
2023-04-22 0:20,Money Man,Tip Off,3360
2023-04-22 0:20,Armani White,GOATED. (feat. Denzel Curry),1330
2023-04-22 0:23,Metro Boomin,Around Me (feat. Don Toliver),191520
2023-04-22 0:25,Sauce Walka,Texas Cyclone,132071
2023-04-22 0:28,Tory Lanez,Dripping,155039
2023-04-22 0:28,Joji,YUKON (INTERLUDE),15378
2023-04-22 0:33,Don Toliver,Had Enough (feat. Quavo & Offset),157133
2023-04-22 0:35,21 Savage,No Opp Left Behind,100026
2023-04-24 17:47,21 Savage,No Opp Left Behind,94196
2023-04-24 17:50,Metro Boomin,Overdue (with Travis Scott),166093
2023-04-24 17:50,Rae Sremmurd,Royal Flush (feat. Young Thug),20120
2023-04-24 17:53,Tory Lanez,‘87 Stingray,141333
2023-04-24 17:55,Toro y Moi,Laws of the Universe,169351
2023-04-24 17:58,Don Toliver,Cardigan,158708
2023-04-24 18:01,21 Savage,Glock In My Lap,164593
2023-04-24 18:46,21 Savage,Glock In My Lap,29006
2023-04-24 18:50,Metro Boomin,Too Many Nights (feat. Don Toliver & with Future),199920
2023-04-24 18:53,The Weeknd,Take My Breath - Single Version,220196
2023-04-24 18:57,Tory Lanez,The Color Violet,100114
2023-04-24 23:52,Tory Lanez,The Color Violet,114274
2023-04-24 23:53,Christine and the Queens,True love (feat. 070 Shake),44475
2023-04-24 23:56,Mac Miller,Nikes on My Feet,164631
2023-04-24 23:59,Don Toliver,Flocky Flocky (feat. Travis Scott),183513
2023-04-25 0:02,21 Savage,Slidin,185036
2023-04-25 0:05,NLE Choppa,SLUT ME OUT,1641
2023-04-25 0:05,Metro Boomin,Raindrops (Insane) [with Travis Scott],188586
2023-04-25 14:43,NLE Choppa,SLUT ME OUT,850
2023-04-25 14:46,Tory Lanez,Lavender Sunflower,151966
2023-04-25 14:48,SAINt JHN,Stadiums,162023
2023-04-25 14:51,Don Toliver,Do It Right,174474
2023-04-25 14:54,21 Savage,My Dawg,181715
2023-04-25 14:56,Metro Boomin,I Can't Save You (Interlude) [with Future & feat. Don Toliver],90720
2023-04-25 14:59,Travis Scott,WHO? WHAT!,176720
2023-04-25 15:01,Tory Lanez,CAP,156627
2023-04-25 16:21,Post Malone,A Thousand Bad Times,221173
2023-04-25 16:26,The Weeknd,Double Fantasy (with Future),268235
2023-04-25 16:31,Thundercat,No More Lies,327217
2023-04-25 16:31,"Tyler, The Creator","Come On, Let's Go (with Nigo)",3442
2023-04-25 16:35,Don Toliver,Embarrassed (feat. Travis Scott),192693
2023-04-25 16:37,Metro Boomin,Trance (with Travis Scott & Young Thug),122346
2023-04-25 21:06,Brent Faiyaz,Poison,18343
2023-04-25 21:06,Kid Travis,Strawberry Skies,1578
2023-04-25 21:06,Don Toliver,Best You Had,140063
2023-04-25 21:06,NAV,Recap (feat. Don Toliver),3529
2023-04-25 21:06,Joey Bada$$,TEMPTATION,1509
2023-04-25 21:06,Bas,Tribe (with J. Cole),10063
2023-04-25 21:06,Don Toliver,Video Girl,2438
2023-04-25 21:06,Don Toliver,Can't Feel My Legs - CHOPNOTSLOP REMIX,1137
2023-04-25 21:09,Don Toliver,Video Girl,156628
2023-04-25 21:13,Don Toliver,Can't Feel My Legs - CHOPNOTSLOP REMIX,222179
2023-04-25 21:16,Zack Bia,Hardcore (feat. Don Toliver),218937
2023-04-25 21:19,Don Toliver,Cardigan,158708
2023-04-25 21:22,Metro Boomin,Around Me (feat. Don Toliver),191520
2023-04-25 21:26,Don Toliver,What You Need,217609
2023-04-25 21:28,Don Toliver,Crossfaded,159033
2023-04-25 21:32,Don Toliver,Euphoria (feat. Travis Scott & Kaash Paige),216004
2023-04-25 21:35,Don Toliver,Diva,201181
2023-04-25 21:39,Don Toliver,You (feat. Travis Scott),213637
2023-04-25 21:42,Don Toliver,Heaven or Hell,183483
2023-04-25 21:46,Masego,Mystery Lady (feat. Don Toliver),228453
2023-04-25 21:49,Don Toliver,Slow Motion (feat. Wizkid),168626
2023-04-25 21:52,Don Toliver,Drugs N Hella Melodies (feat. Kali Uchis),198057
2023-04-25 21:55,Pusha T,Scrape It Off (feat. Lil Uzi Vert & Don Toliver),152612
2023-04-25 21:57,Don Toliver,Best You Had,140063
2023-04-25 23:45,Tory Lanez,Solar Drive @ Night,151952
2023-04-25 23:49,William Michael Morgan,Missing,225693
2023-04-25 23:52,AUDREY NUNA,Comic Sans (feat. Jack Harlow),152533
2023-04-25 23:55,Lake Street Dive,You Go Down Smooth,209400
2023-04-26 0:00,Rapsody,OooWee,270785
2023-04-26 0:05,Ms. Lauryn Hill,Doo Wop (That Thing),320266
2023-04-26 0:08,Miley Cyrus,Night Crawling (feat. Billy Idol),189013
